,keyword,text,target
3228,emergency%20services,  outburn man henri van risen miss emerg servic search outburn man disappear,1
3229,emergency%20services,  hire read latest job open emerg depart psychiatr rn fate day,0
3230,emergency%20services,  provid health amp servic emerg servic supervisor emerg depart kodiak ak healthcar job,0
3231,emergency%20services,  want work tarzan ca view latest open nurs job job hire,0
3232,emergency%20services,  beyond stress beyond hysteria grey misti indiffer complet shutdown emerg servic brain,0
3233,emergency%20services,  servic return normal outlin medic emerg senhora urgent track equip repair parramatta earlier,1
3234,emergency%20services,  sway hi thought recognis smile believ emerg servic best perform art follow simon,0
3235,emergency%20services,  doctor nurs new pediatr emerg depart special child servic,0
3236,emergency%20services,  missionhil ca nurs regist nurs emerg depart full time provid health amp servic,0
3237,engulfed,  saw car fulli engulf flame haha,1
3238,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3239,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3240,engulfed,  came land engulf tribal war turn land peac e marin prophetmuhammad islam,0
3241,engulfed,  trafficalert eastbound freeway citru ave arusa two motorcycl involv accid one fulli engulf flame lane,1
3242,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3243,engulfed,  came land engulf tribal war turn land peac e marin prophetmuhammad islam,1
3244,engulfed,  tube strike live latest travel updat london engulf chao cross london travel accept,1
3245,engulfed,  got engulf car induc tidal wave run thought happen movi,0
3246,engulfed,  naf talk stand engulf fire smile,0
3247,engulfed,  tube strike live latest travel updat london engulf chao,1
3248,engulfed,  came land engulf tribal war turn land peac e marin prophetmuhammad islam,1
3249,engulfed,  feel engulf low self imag take quiz,0
3250,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3251,engulfed,  came land engulf tribal war turn land peac e marin prophetmuhammad islam,0
3252,engulfed,  michael engulf jumper,0
3253,engulfed,  engulf low self imag take quiz,0
3254,engulfed,  godsfirstson wrap coat around practic engulf,1
3255,engulfed,  cake engulf flame literarycak,0
3256,engulfed,  raheelsharif manifest one right man helm save sink ship engulf dark stormi tidal sea well done,1
3257,engulfed,  decid workout today bodi feel like engulf mass fieri disdain,0
3258,engulfed,  feel engulf low self imag take quiz,0
3259,engulfed,  man equal incap see nothing emerg infin engulf blais pascal,0
3260,engulfed,  fulli engulf garag fire propan tank insid sunnymead dr,1
3261,engulfed,  came land engulf tribal war turn land peac e marin prophetmuhammad islam,0
3262,engulfed,  suelinflow word describ physic paint rip apart scream dear limit like engulf,0
3263,engulfed,  zachzaidman theodor old b shame golf cart becam engulf flame boycott,0
3264,engulfed,  car engulf flame back traffic parley summit,1
3265,engulfed,  engulf low self imag take quiz,0
3266,engulfed,  came land engulf tribal war turn land peac e marin prophetmuhammad islam,0
3267,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3268,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3269,engulfed,  men escap car engulf flame parley canyon crew investig caus,1
3270,engulfed,  feel engulf low self imag take quiz,0
3271,engulfed,  tube strike live latest travel updat london engulf chao lt genuin baffl telegraph headlin,1
3272,engulfed,  luck dura ghost rider nice cage version actual engulf flame badass met,1
3273,epicentre,  carneou inde remark puni idea place epicentr new post capit epoch,0
3274,epicentre,  question anybodi els problem circl epicentr,0
3275,epicentre,  tomorrow kick weekend drink amp entertain aliveaft,0
3276,epicentre,  elisagxrcia think everi time go epicentr haha,0
3277,epicentre,  friday club vault rd floor epicentr,0
3278,epicentre,  tanzania eleph popul declin five year censu reveal,0
3279,epicentre,  need spot w drink special kinda tire epicentr,0
3280,epicentre,  rt caesiou tanzania eleph popul declin five year censu reveal,1
3281,epicentre,  septemb defeat epicentr hell yeah,0
3282,epicentre,  littl studio middl nowher becom epicentr commun,0
3283,epicentre,  epicentr lydia tweak thank phillipten,0
3284,epicentre,  question anybodi els problem circl epicentr via r jailbreak,0
3285,evacuate,  feel like mala cee ever got room everyon evacu would petti childish deal,1
3286,evacuate,  chicago ap organ lollapalooza say reopen music festiv threat storm prompt evacu,1
3287,evacuate,  learn evacu home event wildfir view video ca nv ut co,1
3288,evacuate,  disast control team studi way evacu port area respons tidal wave warn,1
3289,evacuate,  make sure evacu past fire door question ye would open door fire cant,0
3290,evacuate,  fire alarm go lehr keep work minut decid evacu everyon,1
3291,evacuate,  california amp monster amp fire contain told evacu,1
3292,evacuate,  cannon ball ocean japan would evacu,1
3293,evacuate,  firefight evacu northampton township hous fire,1
3294,evacuate,  okay need evacu hous write poem,0
3295,evacuate,  fire crew evacu passeng gold coast tram trap powellit fell across carriag tenner pm,1
3296,evacuate,  cascad evacu dancefloor offici video via coutur,0
3297,evacuate,  disregard snap stori angri white girl riot happen speak evacu,1
3298,evacuate,  fwd liter jump bed put beach cloth ran door like evacu apocalyps,0
3299,evacuate,  pu allel nitti evacu stockwel,0
3300,evacuate,  cancel fuck show evacu netlik,0
3301,evacuate,  condemn clearli replac latest respons aimlessli dryer evacu deters de hl,1
3302,evacuate,  feak would design build occup evacu report evacu assembl site,1
3303,evacuate,  jay alexin broke goe faith goal peopl evacu,0
3304,evacuate,  zoona dealbreak dealbreak abandon ship evacu build,1
3305,evacuate,  store fire alarm went today work evacu like om happen,1
3306,evacuate,  loui sad cancel show everyon leav evacu go,0
3307,evacuate,  evacu student throw dungeon stupid,0
3308,evacuate,  u also flew bomb site world war ii warn letter tell peopl evacu,1
3309,evacuate,  myg broken powellit evacu gold coast tram suspend servic,1
3310,evacuate,  soon polic dispatch said person threaten shoot palmar rutherford amp evacu,1
3311,evacuate,  summer program work went citi pool evacu one kid left surpris jimmyfallon worstsummerjob,0
3312,evacuate,  us govt refus evacu american yemen yemen usa evacu abandon,1
3313,evacuate,  ahhtheenikki tell respond today gunman quickli abl evacu ppl one shot,1
3314,evacuate,  second bitch evacu,0
3315,evacuate,  california wildfir forc thousand evacu via coutur,1
3316,evacuate,  pantalonesfuego yeah grew canyon l evacu time,1
3317,evacuate,  quick shut show take stage evacu everyon premis loui upset,0
3318,evacuate,  meetkakarotto bother offlin manag evacu everyon includ pinata go ahead caus,1
3319,evacuate,  evacu life,0
3320,evacuate,  tonight quit interest minut ago fire system went evacu build,1
3321,evacuate,  want everyon know emil worri get milkshak suppos evacu,1
3322,evacuate,  fam evacu bc need power,1
3323,evacuate,  wow fifo pre season tournament career mode bloodi hell evacu build whare,0
3324,evacuate,  perhap crimin murder nazi pack bag amp evacu london amp uk tubestrik well done,0
3325,evacuated,  anyon know murfreesboro palmar evacu even dn com,1
3326,evacuated,  green line servic south side disrupt cat train derail passeng evacu,1
3327,evacuated,  powellit tram gc highway passeng evacu newsbrisban newsgoldcoast,1
3328,evacuated,  red cross open shelter bickleton school home evacu amp around roosevelt wa due wildfir liven,1
3329,evacuated,  new evacu order home danger hwi fire near roosevelt wash join news,1
3330,evacuated,  evacu mall,1
3331,evacuated,  camper evacu california wildfir blaze offici say,1
3332,evacuated,  afford centr film fan angri odeon cinema evacu follow fals fire alarm twitter user tell,1
3333,evacuated,  evacu california firefight fight flame save home rockyfir,1
3334,evacuated,  afford centr film fan angri odeon cinema evacu follow fals fire alarm,1
3335,evacuated,  rocki fire northern california swell acr evacu portland phoenix miami atlanta casper,1
3336,evacuated,  afford centr film fan angri odeon cinema evacu follow fals fire alarm twitter user tell,1
3337,evacuated,  dead miss famili evacu due flood bukidnon,1
3338,evacuated,  missleylaha get buy one last london show fire alarm went everyon evacu hahahaha,0
3339,evacuated,  got evacu movi theatr emerg saw peopl run anoth,1
3340,evacuated,  worldview fallen powellit g link tram updat fire crew evacu passeng tr,1
3341,evacuated,  passeng evacu amp lane block power line come gold coast tram newsgoldcoast,1
3342,evacuated,  alert sandi hook elementari school evacu bomb threat,1
3343,evacuated,  afford centr film fan angri odeon cinema evacu follow fals fire alarm,0
3344,evacuated,  evacu order lift roosevelt highway fire join news,1
3345,evacuated,  thought local resid time heavi rain,1
3346,evacuated,  afford centr film fan angri odeon cinema evacu follow fals fire alarm twi manchesterlit,1
3347,evacuated,  passeng evacu safe green line train derail,1
3348,evacuated,  hotel evacu fire shore drive norfolk,1
3349,evacuated,  film doctor must leav immedi core unstabl whole build told evacu take research need,1
3350,evacuated,  evacu order lift town roosevelt washington time,1
3351,evacuated,  rocki fire,1
3352,evacuated,  arhar al sham negoti iran al zabadani want sunni evacu al zabadani,0
3353,evacuated,  entir town roosevelt wash evacu wildfir,1
3354,evacuated,  katunew sr remain close brush fire burn acr liven,1
3355,evacuated,  good thing actual legit fire mall nobodi evacu,1
3356,evacuated,  seclus class evacu child left alon class forc complianc revoic,1
3357,evacuated,  rocki fire northern california swell acr evacu portland phoenix miami atlanta casper,1
3358,evacuated,  got evacu cinema min insid kill pleas,0
3359,evacuated,  gold coast tram hit fallen powellit peopl evacu tram gold coast af,1
3360,evacuated,  tram travel evacu powellit come surfer,1
3361,evacuation,  fan order evacu abandon aircraft fan note action becom necessari due,1
3362,evacuation,  break author issu new mandatori evacu notic home north fire roosevelt wa,1
3363,evacuation,  fan order evacu abandon aircraft via today,0
3364,evacuation,  roosevelt wash evacu order due wildfir,1
3365,evacuation,  humboldt cri sheriff offic issu evacu advisori resid lassi area info,1
3366,evacuation,  fan order evacu abandon aircraft,1
3367,evacuation,  vietnam war patch us st evacu hospit highland medic,1
3368,evacuation,  eldest announc refund day two extrem weather evacu,1
3369,evacuation,  mission see end movi last night markoturn annaciclismo get fire alarm evacu,1
3370,evacuation,  updat bend ff say roof co worker accident cut natur ga line post offic lead evacu half hr,1
3371,evacuation,  evacu advisori swayback ridg area voluntari incis mad river complex announc wildfir campfir,1
3372,evacuation,  run evacu hospit index remedi angioplasti dissert power elit hospit dismay,1
3373,evacuation,  irak individu first aid kit treat singl trauma victim think creat feak evacu first aid kit,1
3374,evacuation,  elem pomo help displac rocki fire pleas consid elem evacu center via gofundm,1
3375,evacuation,  bend post offic roofer cut ga line prompt evacu,1
3376,evacuation,  fan order evacu abandon aircraft fan note action becom neck via todayngr,1
3377,evacuation,  eric bulak jaclynsonn oliviaann look guy live stream guess evacu cost front,0
3378,evacuation,  fan give owner abandon aircraft evacu ultimatum via dailytimesngr probe,1
3379,evacuation,  updat rockyfir map mandatori evacu area red advisori evacu yellow vac center green,1
3380,evacuation,  updat gnat issu voluntari evacu order cabin owner pickerel lake near red,1
3381,evacuation,  evacu order lift town roosevelt wash though resid warn readi leav quickli,1
3382,evacuation,  batfanuk enjoy show today great fun emerg non evacu interest great run,0
3383,evacuation,  school put evacu alarm accid differ trial exam happen kid,0
3384,evacuation,  walk middl michigan ave last sunday loll evacu,1
3385,evacuation,  ink entertain address veld evacu refund statu tri via toronto,0
3386,evacuation,  voluntari evacu recommend time pickerel lake cabin across highway reedlik fire say mala,1
3387,evacuation,  ibrahimmisau fan order evacu abandon aircraft via twitter,1
3388,evacuation,  evacu order lift town roosevelt,1
3389,evacuation,  updat bend ff natur ga line cut prompt evacu main post offic afternoon,1
3390,evacuation,  new evacu order home danger hwi fire near roosevelt wash join news,1
3391,evacuation,  red lake fire prompt campground evacu order,1
3392,evacuation,  evil gener rock roll evacu far eye see hey hey hey hey,0
3393,evacuation,  ariabrisard leiaorganasolo good play along may begin oper death star evacu nearli complet,0
3394,evacuation,  evacu drill work fire door open got smash emerg releas glass feelingmanli,0
3395,evacuation,  evacu order lift roosevelt wildfir miss town domo news,1
3396,evacuation,  ga leak forc evacu east saint john nb,1
3397,explode,  ran releas new music soon might explod,0
3398,explode,  learn gain access secret top earner amp use explod home busi pleas rt,0
3399,explode,  noahcrothman bore minutia serv bad champagn may explod,0
3400,explode,  eat make mouth explod joy soul rise upward,0
3401,explode,  hous start explod new height,0
3402,explode,  anneal go make internet explod dr simon alon red head nearbi low,0
3403,explode,  attjcdemo folieacat well knew old user like firebomb destin explod,0
3404,explode,  see guy reach front foot load shoulder spin neither hit load amp explod,0
3405,explode,  ks except everi charact seizur world would explod,0
3406,explode,  whether like everyth come dark readi shit explod,0
3407,explode,  cold head want explod joy work home go back bed peac,0
3408,explode,  schwarber ran go fast would explod piec,0
3409,explode,  crash queen die someth explod know,1
3410,explode,  sea feel like im explod,0
3411,explode,  kendal henner nick jone date world might quit liter explod,1
3412,explode,  brain id explod mao,0
3413,explode,  two can explod want drink rest kadi coffe stout photo,0
3414,explode,  learn gain access secret top earner amp use explod home busi pleas rt,0
3415,explode,  version ks charact everi charact world would explod rin seizur milha semi kanji yuko nomina,0
3416,explode,  philadelphia eagl jordan matthew go explod news hotnewscak,0
3417,explode,  explod,0
3418,explode,  learn gain access secret top earner amp use explod home busi pleas rt,0
3419,explode,  head gon na explod soon,0
3420,explode,  deniseromano megynkelli gop one way make head explod,0
3421,explode,  block plate charg schwarber come line cervela dare would explod littl puff smoke,0
3422,explode,  allen mess gon na explod,1
3423,explode,  brain go explod need leav hous ill smoke pack need,0
3424,explode,  vine year oh god explod,0
3425,explode,  tag attackonstil million punk hang em high alpha dog yeah boy doll face littl white lie explod,0
3426,explode,  learn gain access secret top earner amp use explod home busi pleas rt,0
3427,explode,  want fuck duck explod could greasi,0
3428,explode,  peopl explod,0
3429,explode,  learn gain access secret top earner amp use explod home busi pleas rt,0
3430,explode,  anonchimp think tie thunderstorm tho make soul explod,0
3431,explode,  head gon na explod,0
3432,explode,  readi explod,0
3433,explode,  deldryden press twitch head explod,0
3434,explode,  toronto go crazi blue jay imagin leaf get good citi might liter explod,0
3435,exploded,  chick masturb guy get explod face gt,1
3436,exploded,  crimsonfuckingv bitch cannon even admit serf sash cute peac ass explod sidewalk,0
3437,exploded,  kaberu medusa year today hiroshima explod one atom bold sad day,1
3438,exploded,  tin telco dog food explod prompt complaint via chees dog pet dog anim puppi,0
3439,exploded,  kopiteluk broken fulli explod,1
3440,exploded,  im dead two love photo heart explod million piec brandonskei samsmithworld,0
3441,exploded,  dress meme offici explod internet,1
3442,exploded,  final medina updat shot front explod back imkeepingmydayjob pic famou,1
3443,exploded,  well chang pad screen fuck explod glass went place look like job go need new one,0
3444,exploded,  dress meme offici explod internet,0
3445,exploded,  littl heart explod otrametlif mtvhottest one direct,0
3446,exploded,  junk year old atom bomb explod hiroshima august,1
3447,exploded,  saw man whose mind explod draco zarharzar day,0
3448,exploded,  read break hour twitter notic though noth worri bc twitter explod bc,0
3449,exploded,  explod amp brought begin univers match mention versett heaven earth thu univers,0
3450,exploded,  told ten year ago see anim big screen probabl would explod,0
3451,exploded,  dress meme offici explod internet,0
3452,exploded,  reason bluewestlo explod coutur,0
3453,exploded,  luke microphon explod ovari,0
3454,exploded,  holi crap kingmyth phone explod haha,0
3455,exploded,  man squeez anoth man head bare hand liter explod,0
3456,exploded,  itsnasb go replac sarcasm meter explod,0
3457,exploded,  kai forbath demolish weather station set drill field miss field goal thing explod metal bit,1
3458,exploded,  merycormi haha exactli colima definit hot seat low shay differ bomb got explod,0
3459,exploded,  head explod swear,0
3460,exploded,  yuko jump surpris fire shot upward air explod caught guard noah lenkaiswaifu,0
3461,exploded,  explod amp brought begin univers match mention versett heaven earth thu univers,0
3462,exploded,  oh yeah ipo almost explod last night use charg shit spark akxbskdn almost die,1
3463,exploded,  lunasagal synapsenkotz explod bean bastard,0
3464,exploded,  date meet sex hot teen ass explod fat cock,0
3465,exploded,  news scienc london warship explod sailor recycl artilleri cartridg life tech,1
3466,exploded,  okgoon haha great song spent year get load year till liver explod bob go,0
3467,exploded,  work fast food joint pour burnt hot oil sink hit water trap explod fallontonight worstsummerjob,0
3468,explosion,  new explos proof temper glass screen protector film blackberri z full read,0
3469,explosion,  ee recal power bar phone charger explos burn woman regist,1
3470,explosion,  anoth mechan mod explos man injur pharaoh mod blow hand,1
3471,explosion,  report corey brewer drug test point explos,1
3472,explosion,  young dancer move youth attend gamb youth explos past saturday inspir,1
3473,explosion,  around injur explos chemic park western germani,1
3474,explosion,  like coutur video huge build explos fp slow mo guy,1
3475,explosion,  larg explos rock aluminum plant southeast missouri naomi logo,1
3476,explosion,  think ever close mental explos long,0
3477,explosion,  elit explos grew top rd ball strike one p morgan orchard b,1
3478,explosion,  tie dye explos ig help im drown tie dye,1
3479,explosion,  explor new world three moment explos china mi vill,1
3480,explosion,  gt osha offic siteinvestig notanda explos kiss news cape girardeau carbondal poplar bluff,1
3481,explosion,  time laps map everi nuclear explos sinc icao hashimit war atomicbomb,1
3482,explosion,  circut let get dope pictur togeth dopiest explos,0
3483,explosion,  big data social inform explos union could evolv retail strategi hut,0
3484,explosion,  aspir musician amp song writer share talent gamb youth explos past saturday,0
3485,explosion,  colinhoffman hope hope die explos,1
3486,explosion,  pyrotechn artwork cai go qiang explod blossom step philadelphia,1
3487,explosion,  amin geniu tear wors correct take explos n pain day day right,0
3488,explosion,  lordrsbiscuit alway good pretti explos,1
3489,explosion,  new explos proof temper glass screen protector film blackberri z full read,0
3490,explosion,  ee recal power bar batteri pack explos student bedroom,1
3491,explosion,  cum explos begforcum allay gumsho uncov sexycumshot cowtown nut cumulet girlslovecum,0
3492,explosion,  saddl account inform explos tip pro prefer financi top brass tawfmcaw,0
3493,explosion,  new explos proof temper glass screen protector film blackberri z full read,0
3494,explosion,  new explos proof temper glass screen protector film blackberri z full read,0
3495,explosion,  miss bitcoin explos miss hangout tonight pm est gt gt gt,0
3496,explosion,  kindermorgan ga explos,1
3497,explosion,  tampa super freestyl explos live concert arali arena sep ticket info,0
3498,explosion,  found sunflow explos walk,1
3499,explosion,  bad ass mood today got elev school decid make explos nose overtim one press button,0
3500,explosion,  checkout nurdl rule amp featur snuck throne wd,0
3501,explosion,  new explos proof temper glass screen protector film blackberri z full read,0
3502,explosion,  invit expo explos summer event august th friday ben e keith,1
3503,explosion,  gusto persist amongst empti pate commun explos hiss,1
3504,explosion,  insid explos box get custom way want dcubecraft greetingcard,0
3505,explosion,  interest gun powder art discuss end introduct theolog aesthet,0
3506,explosion,  govern concern popul explos popul concern govern explos joe moor,0
3507,eyewitness,  rememb pittsburgh eyewit histori steel citi len barcouski pb pen,0
3508,eyewitness,  squabbi eyewit ha,0
3509,eyewitness,  eyewit identif via geddit,0
3510,eyewitness,  weri eyewit news rode island set modern vote equip weri eyewit,0
3511,eyewitness,  eyewit account survivor hiroshima glean number oral histori project,1
3512,eyewitness,  dutch crane collaps demolish hous dramat eyewit video captur moment dutch crane hoist,1
3513,eyewitness,  eyewit media activ embrac uk audienc read report chub impact ugh news,0
3514,eyewitness,  read eyewit account hiroshima day life,1
3515,eyewitness,  interest approach replac eyewit video ferison case video,1
3516,eyewitness,  climatechang eyewit extrem weather social media post show crazi thing anarchi,1
3517,eyewitness,  kaputt hamburg polic chief gregori wicket told eyewit news confirm deni investig underway,0
3518,eyewitness,  like coutur video mini poni pack punch live report salem counti fair cub eyewit,0
3519,eyewitness,  lone survivor eyewit account oper redw lost hero seal team,1
3520,eyewitness,  civil right movement eyewit histori seri weller stanford hardcov,0
3521,eyewitness,  littl boy affect peopl hiroshima eyewit testimoni,1
3522,eyewitness,  read schoolboy eyewit account hiroshima,1
3523,eyewitness,  read eyewit account hiroshima day life,1
3524,eyewitness,  wtv eyewit news tn school psychologist arrest florida child porn charg,0
3525,eyewitness,  wake kern counti eyewit news morn air right kyak cub liveonkbak,1
3526,eyewitness,  anniversari hiroshima bomb illustr timelin bomb eyewit account particularli horrifi,1
3527,eyewitness,  aug radio show articl eyewit account abort organ harvest plan parenthood,0
3528,eyewitness,  dk eyewit travel guid denmark travel guid bay auction keep eye,0
3529,eyewitness,  dk eyewit travel guid denmark travel guid bay auction keep eye,0
3530,eyewitness,  rt patrickjbutl excel damiengayl eyewit account kid compani closur drop bomb expect,1
3531,eyewitness,  monkey abus notori laboratori dealer peta eyewit invest via coutur,0
3532,eyewitness,  true tut eyewit news,0
3533,eyewitness,  dk eyewit travel guid chicago darl kindersley publish staff travel book bay auction,0
3534,eyewitness,  light stage two load shed stage two load shed forc pm pm,0
3535,eyewitness,  dk eyewit travel guid denmark travel guid bay auction keep eye,0
3536,eyewitness,  wtv eyewit news fbi man stole us secret marri honduran minor sex,0
3537,eyewitness,  freed bokoharam captiv speak make sure goe school guardian,0
3538,eyewitness,  tri save mid mania one murder accus testifi tri save mid mania life,0
3539,famine,  russian food crematoria provok outrag amid crisi famin memori moscow router russian govern,1
3540,famine,  oct guy bitch famin,0
3541,famine,  food crematoria provok outrag amid crisi famin memori,1
3542,famine,  russia food crematoria provok outrag countri w soar poverti soviet famin memori,1
3543,famine,  hunger hit function probabl last long famin zone thank god,0
3544,famine,  accord gallup poll money like suffer time famin,0
3545,famine,  ppl like un feast today famin tomorrow,0
3546,famine,  top turn dark king redeem queen seren famin wolf,0
3547,famine,  russian food crematoria provok outrag amid crisi famin memori,1
3548,famine,  robertmey exampl low food price caus farmer go broke famin next year mean simpl capit fail feed peopl gt,0
3549,famine,  memori million perish holodomor erect u capit,1
3550,famine,  export food wont solv problem african end famin n poverti solv control tribal war,1
3551,famine,  food crematoria provok outrag amid crisi famin memori,1
3552,famine,  new articl russian food crematoria provok outrag amid crisi famin memori read,1
3553,famine,  build muscl feast famin feed diet plan base around lose weight,0
3554,famine,  famin come end bluebel,1
3555,famine,  tast like feast famin starv trust jack write coffe part raw rib,0
3556,famine,  russian food crematoria provok outrag amid crisi famin memori,1
3557,famine,  russia destroy food peopl go hungri one insan govern,1
3558,famine,  financialtim ethiopian regim continu receiv foreign aid famin struck year eastern ethiopia,1
3559,famine,  router russian food crematoria provok outrag amid crisi famin memori,1
3560,famine,  grade black hors famin mega score dynam,0
3561,famine,  russian food crematoria provok outrag amid crisi famin memori,1
3562,famine,  bolshevik govern monopol food suppli seiz power hungri popul artifici famin result,1
3563,famine,  russian food crematoria provok outrag amid crisi famin memori via yahoonew,1
3564,famine,  experienc smell rot potato first time famin must aw whole countri smell like,1
3565,famine,  russian food crematoria provok outrag amid crisi famin memori,1
3566,famine,  thing becom terribl great ethiopian famin,0
3567,famine,  savagen remind peasant destroy food stalin armi came redistribut wealth caus famin death,1
3568,famine,  updat russian food crematoria provok outrag amid crisi famin memori russian societi still recal,1
3569,famine,  adventur fine famin,1
3570,famine,  food crematoria russia provok outrag amid crisi famin memori,1
3571,famine,  robert conquest famin museum kiev guidofawk mediaguido,0
3572,famine,  russian food crematoria provok outrag amid crisi famin memori,1
3573,famine,  end time upon us famin war death plagu presenc grow stronger,0
3574,famine,  maratha raider scorch land amp punjab refus food aid famin wonder bengali harbor hard feel,1
3575,famine,  imag famin hope christ blog happen forget god hopeinchrist lifelettercaf,1
3576,famine,  surf photo squeez tear famin plagu tsunami chanc leg blubber,0
3577,famine,  russian food crematoria provok outrag amid crisi famin memori yahoo news,1
3578,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3579,fatal,  roger goodwil fatal mistak tom brandi innoc man,0
3580,fatal,  boy charg manslaught shoot death elijah walker year old appear wednesday,1
3581,fatal,  fatal attract common n common pain,0
3582,fatal,  investig fatal shoot year old child southeast anchorag,1
3583,fatal,  investig shift focu caus fatal waymat fire,1
3584,fatal,  asianshawtyy sorri,0
3585,fatal,  polic man earli die shoot vermont st,1
3586,fatal,  man accus fatal hit run get new judg via kha,0
3587,fatal,  winnipeg polic seek wit arlington william fatal crash,1
3588,fatal,  chrisdanielshow nearli fatal pee san francisco,0
3589,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3590,fatal,  petit remast fatal frame windowmak style selki mode,0
3591,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3592,fatal,  man charg fatal crash near dubio refus bail via dailyliber,1
3593,fatal,  california man face manslaught charg sunday wrong way fatal crash ca,1
3594,fatal,  five fatal flaw iran deal via coutur,0
3595,fatal,  stocktook polic investig fatal drive shoot north stocktook,1
3596,fatal,  deputi dog disput lead fatal shoot person counti unfair era,1
3597,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3598,fatal,  ca cop illeg immigr prior arrest charg fatal sex attack,1
3599,fatal,  spookyfob feelslikefob okay thank ye kind fatal though like patrick stump level kind,0
3600,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3601,fatal,  success perman amp failur fatal,0
3602,fatal,  investig shift focu caus fatal waymat fire,1
3603,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3604,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3605,fatal,  tell adopt way mayb overlook someth fatal whyo,0
3606,fatal,  boy charg manslaught shoot death elijah walker,1
3607,fatal,  robert ballet log statement alway fatal level,0
3608,fatal,  fatal attract,0
3609,fatal,  news crime polic id victim fatal crash close near franklin one person justic court,1
3610,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3611,fatal,  investig shift focu caus fatal waymat fire,1
3612,fatal,  boy charg fatal shoot year old,1
3613,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3614,fatal,  year old boy charg manslaught toddler report year old boy charg manslaught fatal sh,1
3615,fatal,  investig shift focu caus fatal waymat fire,1
3616,fatalities,  exclus fatal involv duti ny cop year,1
3617,fatalities,  ny news legionnair death toll rise new york citi eight fatal older adult,1
3618,fatalities,  let fraction vital need fatal would break educ economi,0
3619,fatalities,  la vega top citi red light run fatal news lv,0
3620,fatalities,  total unprepar emp attack china russia probabl isi possess fatal push,1
3621,fatalities,  citi implor motorist speed report anim fatal near natur reserv gt,1
3622,fatalities,  kyrikoni expressandstar said veg fruit good hope injuri fatal,0
3623,fatalities,  understand fatal one trap insid wholesal market fire engin fire fighter scene,1
3624,fatalities,  month mark total fatal first half last year,1
3625,fatalities,  releas annual workplac facil data look,0
3626,fatalities,  seattl deadliest red light runner intersect reveal,1
3627,fatalities,  reject mortal combat fatal mortal combat stretch boundari,0
3628,fatalities,  unsuckdcmetro minor train leav rail major smithsonit interlock derail amp crash barrier wall w fatal,1
3629,fatalities,  injuri ill fatal latest number,1
3630,fatalities,  osag beach releas name,0
3631,fatalities,  wonder cool weird look charact mix fatal skinless predat,0
3632,fatalities,  saudi arabia aba fatal report follow suicid bomb mosqu avoid area,1
3633,fatalities,  use road wise prevent carnag continu let us fatal holiday period ggindependencmessag,0
3634,fatalities,  mortal combat fatal gross interest,0
3635,fatalities,  x ray mix look like fatal,0
3636,fatalities,  william rt ieansquad know fatal mortal combat,0
3637,fatalities,  katana fatal slay bodi vine kombatfan,1
3638,fatalities,  os concern mount fatal,1
3639,fatalities,  mortal combat x fatal meat predat,0
3640,fatalities,  estim damag fatal hiroshima size atom bomb drop hometown hiroshima,1
3641,fatalities,  rump report fatal seriou injuri result collis tch near whitbourn,1
3642,fatalities,  govt alloc bn flood action issu take centr stage fatal veneto,1
3643,fatalities,  zero spider bite relat fatal australia sinc,0
3644,fatalities,  like coutur video tremor joke tremor duc fatal x ray,1
3645,fatalities,  motordom lobbi chang languag around traffic fatal need go back futur vision,0
3646,fatalities,  share help cousin famili,0
3647,fatalities,  among main factor behind pedestrian fatal peopl fail yield car,1
3648,fatalities,  mortal combat x excel fatal fun ever mortal combat sea version,0
3649,fatalities,  user reduc drunk drive fatal say independ studi,0
3650,fatalities,  like coutur video kevinedwardsjr mortal combat x pc gamelan fatal x ray mix,0
3651,fatalities,  la vega top citi red light run fatal,1
3652,fatalities,  rump confirm fatal two vehicl crash tch remain close whitbourn due accid,1
3653,fatalities,  american casualti includ fatal five ten million japanes fatal,1
3654,fatalities,  uk train accid fatal th year run despit increas passeng journey healthandsafeti,1
3655,fatalities,  fail see would bring number road fatal immens,0
3656,fatalities,  policylab decaff last public hear ny today tomorrow address child abus neglect fatal,1
3657,fatalities,  kurtschlicht yep consid million japanes fatal project downfal freemarket dine,1
3658,fatalities,  ship logist inca fatal migrant boat capsiz med hundr onboard capsiz,1
3659,fatalities,  messag board display updat traffic fatal new messag begin today traffic death slow worker,1
